Pin ID,_ - note,Attribution,Board ID,URL,Board Name,Saves,Comments,Link Title,_ - metadata - link - site_name,_ - metadata - link - description,Place Name,Street,Region,Country,Locality,Latitude,Longitude,Source URL,Postal Code,Attribution URL,Attribution Title,Attribution Author URL,Attribution Author Name
5.4951E+17,"Griekse beeldenzaal, RMO",,5.4951E+17,https://www.pinterest.com/rijksmuseumvano/het-rijksmuseum-van-oudheden/,Het Rijksmuseum van Oudheden,1,0,,,,,,,,,,,,,,,,
5.4951E+17,Beeldenzaal in de nieuwe opstelling van de afdeling Egypte.,,5.4951E+17,https://www.pinterest.com/rijksmuseumvano/het-rijksmuseum-van-oudheden/,Het Rijksmuseum van Oudheden,0,0,,,,,,,,,,,,,,,,
5.4951E+17,"Terwijl de tentoonstelling ‘Klassieke wereld’ steeds meer vorm krijgt, wordt elders in het museum gebouw hard doorgewerkt aan de verbouwing van de omloop op de eerste verdieping. Op de omloop is alles gestript, en worden leidingen, muren, vloerverwarming, balken en nog ontelbare andere zaken gestuct, gelegd, vervangen. Dit is de volledig gestripte zaal waar voorheen tentoonstellingen als 'IJstijd' en 'Petra Revisited' (van Gerti Bierenbroodspot) hebben gestaan.",,5.4951E+17,https://www.pinterest.com/rijksmuseumvano/het-rijksmuseum-van-oudheden/,Het Rijksmuseum van Oudheden,0,0,,,,,,,,,,,,,,,,
5.4951E+17,"Terwijl de tentoonstelling ‘Klassieke wereld’ steeds meer vorm krijgt, wordt elders in het museum gebouw hard doorgewerkt aan het opknappen van de Tempelzaal. De Tempelzaal is alweer bijna terug in oude staat. Alle steigers zijn weg en de houten beschermingsjas van de tempel is weggehaald.",,5.4951E+17,https://www.pinterest.com/rijksmuseumvano/het-rijksmuseum-van-oudheden/,Het Rijksmuseum van Oudheden,0,0,,,,,,,,,,,,,,,,
5.4951E+17,"Our big Greek grave amphora was carefully put in its new place in the new exposition hall. Placing such an extraordinary object isn’t easy, as you can see on the picture. From 15 December on you can view the restored amphora in the new exhibition ‘Classical World’. Click the image for more information!",,5.4951E+17,https://www.pinterest.com/rijksmuseumvano/het-rijksmuseum-van-oudheden/,Het Rijksmuseum van Oudheden,0,0,,,,,,,,,,,,,,,,
5.4951E+17,"De openingsdatum komt snel dichterbij! Na alle voorbereidingen en restauraties zijn we nu daadwerkelijk de tentoonstellingszalen aan het inrichten. Voor de restauratoren betekent dat heel precies werk: de objecten moeten stevig en veilig gemonteerd worden, maar natuurlijk ook op een zo mooi mogelijke manier. Hoe dat in z'n werk gaat lees je in de nieuwste restauratieblog. Klik op de afbeelding om naar de blog te gaan!",,5.4951E+17,https://www.pinterest.com/rijksmuseumvano/het-rijksmuseum-van-oudheden/,Het Rijksmuseum van Oudheden,0,0,,,,,,,,,,,,,,,,
5.4951E+17,"Gratis lesmateriaal Egypte, van Rijksmuseum Leiden",,5.4951E+17,https://www.pinterest.com/rijksmuseumvano/het-rijksmuseum-van-oudheden/,Het Rijksmuseum van Oudheden,0,0,,,,,,,,,,,,,,,,
5.4951E+17,"Over precies zes weken gaan we weer (gedeeltelijk) open! Dit prachtige beeld van de Griekse bosgod Pan siert de nieuwe tentoonstelling over de Klassieke wereld. Pan, zoon van Hermes en de nimf Penelope, is de god van het woud en patroon van de herders en hun kudden. Wil je meer weten over dit beeld? Klik van even op de afbeelding.",,5.4951E+17,https://www.pinterest.com/rijksmuseumvano/het-rijksmuseum-van-oudheden/,Het Rijksmuseum van Oudheden,1,0,,,,,,,,,,,,,,,,
5.4951E+17,"Medio december gaan we weer open! Nog lang niet alle zalen zijn dan toegankelijk, maar wél de nieuwe vaste tentoonstelling 'Klassieke wereld'. Inclusief het vernieuwde en afgestofte columbarium, een Romeinse urnen-muur. Wil je meer weten over de vaste tentoonstelling 'Klassieke Wereld'? Klik dan even op de afbeelding.",,5.4951E+17,https://www.pinterest.com/rijksmuseumvano/het-rijksmuseum-van-oudheden/,Het Rijksmuseum van Oudheden,0,0,,,,,,,,,,,,,,,,
5.4951E+17,Tijdens de verbouwing van het museum is de Museumshop tijdelijk gevestigd in een winkelpand in de Leidse binnenstad. Vanaf zondag 31 mei a.s. bent u van harte welkom in de pop-up Museumshop aan de Nieuwe Rijn 26.,,5.4951E+17,https://www.pinterest.com/rijksmuseumvano/het-rijksmuseum-van-oudheden/,Het Rijksmuseum van Oudheden,1,0,,,,Leiden,,Zuid-Holland,Nederland,,52.16143305,4.488625733,https://foursquare.com/v/leiden/4b660236f964a520110e2be3,,,,,
5.4951E+17,Rijksmuseum van Oudheden (RMO) aan het Rapenburg. Dit prachtige museum heeft naast een vaste collectie ook steeds een interessante tijdelijke collectie.  Museum for old artifacts at the Rapenburg www.rmo.nl,,5.4951E+17,https://www.pinterest.com/rijksmuseumvano/het-rijksmuseum-van-oudheden/,Het Rijksmuseum van Oudheden,0,0,,,,Leiden,,Zuid-Holland,Nederland,,52.16143305,4.488625733,https://foursquare.com/v/leiden/4b660236f964a520110e2be3,,,,,
5.4951E+17,Rijksmuseum van Oudheden in Leiden,,5.4951E+17,https://www.pinterest.com/rijksmuseumvano/het-rijksmuseum-van-oudheden/,Het Rijksmuseum van Oudheden,2,0,,,,Rijksmuseum van Oudheden,Rapenburg 28,Zuid-Holland,Nederland,Leiden,52.15852281,4.48572674,https://foursquare.com/v/rijksmuseum-van-oudheden/4ae04107f964a5205e7e21e3,2311 EW,,,,
5.4951E+17,Het museum van Oudheden in Leiden.,,5.4951E+17,https://www.pinterest.com/rijksmuseumvano/het-rijksmuseum-van-oudheden/,Het Rijksmuseum van Oudheden,3,0,,,,,,,,,,,,,,,,
5.4951E+17,Trappenhuis Rijksmuseum van Oudheden rond 1900.,,5.4951E+17,https://www.pinterest.com/rijksmuseumvano/het-rijksmuseum-van-oudheden/,Het Rijksmuseum van Oudheden,2,0,,,,,,,,,,,,,,,,
5.4951E+17,Museumgevel aan het Rapenburg in Leiden,,5.4951E+17,https://www.pinterest.com/rijksmuseumvano/het-rijksmuseum-van-oudheden/,Het Rijksmuseum van Oudheden,1,0,,,,,,,,,,,,,,,,
4.80056E+17,Vintage Botanical Flower Images Collage Sheet,,4.80056E+17,https://www.pinterest.com/femkefeeling/rijksmuseum-bloemen/,Rijksmuseum bloemen,0,0,Vintage Botanical Flower Images  Collage Sheet,Paper Rose Cottage,"Vintage Botanical Flower Images  16  images on a sheet Can be used for any art project, altered art, decoupage, jewelry etc Professionally printed on medium wei",,,,,,,,,,,,,
4.80056E+17,FREE Printable Vintage Flower Images - these would be nice to print on vintage book pages.,,4.80056E+17,https://www.pinterest.com/femkefeeling/rijksmuseum-bloemen/,Rijksmuseum bloemen,0,0,50 Favorite Free Vintage Flower Images! - The Graphics Fairy,The Graphics Fairy,"We have 50 favorite free vintage flower images for you today! With spring just around the corner, I wanted to focus on some of my favorite flower images.",,,,,,,,,,,,,
4.80056E+17,Dark Moody Winter Florals | Apartment Therapy / Get started on liberating your interior design at Decoraid (decoraid.com),,4.80056E+17,https://www.pinterest.com/femkefeeling/rijksmuseum-bloemen/,Rijksmuseum bloemen,1,0,Dark Moody Winter Florals,Apartment Therapy,"If you recognized this post as a shameless excuse to show you a bunch of beautiful pictures, then you are absolutely correct",,,,,,,,,,,,,
4.80056E+17,Urban Jungle Bloggers: Plants & Flowers by @morganefrimane,,4.80056E+17,https://www.pinterest.com/femkefeeling/rijksmuseum-bloemen/,Rijksmuseum bloemen,1,0,Urban jungle bloggers / plants & flowers — planB par Morganours,planB par Morganours,"Il y a plusieurs mois, lors de mes ateliers pour ma plante mon bonheur, j’ai eu le plaisir de rencontrer..",,,,,,,,,,,,,
4.80056E+17,Fall Arrangement by Swallows & Damsons | Design*Sponge,,4.80056E+17,https://www.pinterest.com/femkefeeling/rijksmuseum-bloemen/,Rijksmuseum bloemen,0,0,,,,,,,,,,,,,,,,
4.80056E+17,Shop Tour: Swallows & Damsons | Design*Sponge,,4.80056E+17,https://www.pinterest.com/femkefeeling/rijksmuseum-bloemen/,Rijksmuseum bloemen,1,0,,,,,,,,,,,,,,,,
4.80056E+17,Fall Arrangement by Swallows & Damsons,,4.80056E+17,https://www.pinterest.com/femkefeeling/rijksmuseum-bloemen/,Rijksmuseum bloemen,0,0,,,,,,,,,,,,,,,,
4.80056E+17,moody 931266_10151857434295278_690013095_n swallows and damsons,,4.80056E+17,https://www.pinterest.com/femkefeeling/rijksmuseum-bloemen/,Rijksmuseum bloemen,0,0,,,,,,,,,,,,,,,,
4.80056E+17, ,,4.80056E+17,https://www.pinterest.com/femkefeeling/rijksmuseum-bloemen/,Rijksmuseum bloemen,0,0,"Our friends, the flora. | Jungalow",Jungalow,"Just a few of my latest portraits of my friends, the flora. Prints for dresses, ideas for wallpaper, color swatches–these plants provide me with endless inspiration…Have a lovely weekend all! Photos by J. Blakeney",,,,,,,,,,,,,
4.80056E+17,moody florals,,4.80056E+17,https://www.pinterest.com/femkefeeling/rijksmuseum-bloemen/,Rijksmuseum bloemen,1,0,akachristiannaa,breath+will,fawndeviney: “ Fawn DeViney for Dogwood Floral ”,,,,,,,,,,,,,
4.80056E+17,via BKLYN contessa :: garden roses,,4.80056E+17,https://www.pinterest.com/femkefeeling/rijksmuseum-bloemen/,Rijksmuseum bloemen,1,0,,,,,,,,,,,,,,,,
4.80056E+17,Floral art.,,4.80056E+17,https://www.pinterest.com/femkefeeling/rijksmuseum-bloemen/,Rijksmuseum bloemen,0,0,thisivyhouse,������ This Ivy House ������,rachael-of-rose: “ Photo by Meghan Kay Sadler // Twigss Floral Studio . ”,,,,,,,,,,,,,
4.80056E+17, ,,4.80056E+17,https://www.pinterest.com/femkefeeling/rijksmuseum-bloemen/,Rijksmuseum bloemen,0,0,,,,,,,,,,,,,,,,
4.80056E+17, ,,4.80056E+17,https://www.pinterest.com/femkefeeling/rijksmuseum-bloemen/,Rijksmuseum bloemen,0,0,Inspiration,Inspiration,personal,,,,,,,,,,,,,
4.80056E+17,Swallows and Damsons,,4.80056E+17,https://www.pinterest.com/femkefeeling/rijksmuseum-bloemen/,Rijksmuseum bloemen,0,0,,,,,,,,,,,,,,,,
4.80056E+17,Swallows and Damsons Wreath,,4.80056E+17,https://www.pinterest.com/femkefeeling/rijksmuseum-bloemen/,Rijksmuseum bloemen,1,0,,,,,,,,,,,,,,,,
4.84489E+17,"Zelfportret van /  self #portrait of  Ferdinand Bol, former apprentice of / voorheen leerling van #Rembrandt. 1653, #Rijksmuseum Amsterdam www.kukullus.nl",,4.84489E+17,https://www.pinterest.com/kukullus/rijksmuseum-amsterdam/,Rijksmuseum Amsterdam,0,0,,,,,,,,,,,,,,,,
4.84489E+17,"#Rembrandt als herder,  Rembrandt as a shepherd,  Govert #Flinck, 1636, #Rijksmuseum Amsterdam. www.kukullus.nl",,4.84489E+17,https://www.pinterest.com/kukullus/rijksmuseum-amsterdam/,Rijksmuseum Amsterdam,0,0,,,,,,,,,,,,,,,,
4.84489E+17,"Ferdinand Bol, Michiel de #Ruyter, #Rijksmuseum Amsterdam, 1667. www.kukullus.nl",,4.84489E+17,https://www.pinterest.com/kukullus/rijksmuseum-amsterdam/,Rijksmuseum Amsterdam,1,0,,,,,,,,,,,,,,,,
4.84489E+17,"Isaak zegent Jakob /  Isaac Blessing Jacob Govert Flinck, ca.1638, Rijksmuseum Amsterdam. www.kukullus.nl",,4.84489E+17,https://www.pinterest.com/kukullus/rijksmuseum-amsterdam/,Rijksmuseum Amsterdam,0,0,,,,,,,,,,,,,,,,
4.84489E+17,Achtiende eeuwse verzamelaarskast met miniatuurapotheek en curiosa in het #Rijksmuseum #Amsterdam. Ook ooit onderdeel van een speciale rondleiding van Kukullus met farmacie als onderwerp.  www.kukullus.nl,,4.84489E+17,https://www.pinterest.com/kukullus/rijksmuseum-amsterdam/,Rijksmuseum Amsterdam,0,0,,,,,,,,,,,,,,,,
4.84489E+17,Op we naar de hel. Detail van het Laatse Oordeel van Lucas van Leyden in het Rijksmuseum in Amsterdam. •  Detail of the painting of the Last Judgment by Lucas van Leyden in the Rijksmuseum in Amsterdam. www.kukullus.nl,,4.84489E+17,https://www.pinterest.com/kukullus/rijksmuseum-amsterdam/,Rijksmuseum Amsterdam,0,0,Twitter,twitter.com,"“Special treats during the guided tour  in the Rijksmuseum in Amsterdam. Don't miss them, book soon! https://t.co/mpawX6pcFD”",,,,,,,,,,,,,
4.84489E+17,"Frans Post, suikerfabriek in Brazilië. Post toont hier hoe suiker gemaakt wordt, een belangrijk handelsproduct, dat de W.I.C. naar Nederland verscheepte. www.kukullus.nl",,4.84489E+17,https://www.pinterest.com/kukullus/rijksmuseum-amsterdam/,Rijksmuseum Amsterdam,0,0,,,,,,,,,,,,,,,,
4.84489E+17,Landschap in Brazilië. Frans Post bleef ook na zijn terugkeer naar Nederland Braziliaanse motieven schilderen.  www.kukullus.nl,,4.84489E+17,https://www.pinterest.com/kukullus/rijksmuseum-amsterdam/,Rijksmuseum Amsterdam,0,0,,,,,,,,,,,,,,,,
4.84489E+17,"Zesbandgordeldier, tekening van Frans Post. Volgens Posts eigen opschrift op het blad, smaakt dit gordeldier naar kip. Hij zal dus ook een keer geproefd hebben. www.kukullus.nl",,4.84489E+17,https://www.pinterest.com/kukullus/rijksmuseum-amsterdam/,Rijksmuseum Amsterdam,0,0,,,,,,,,,,,,,,,,
4.84489E+17,"The Last Judgement by the Dutch renaissance artist Lucas van Leyden, ""special guest"" in the Rijksmuseum Amsterdam.  www.kukullus.nl",,4.84489E+17,https://www.pinterest.com/kukullus/rijksmuseum-amsterdam/,Rijksmuseum Amsterdam,0,0,,,,,,,,,,,,,,,,
4.84489E+17,"#Rijksmuseum #Amsterdam, Gallery of Honour. Book your private museum tour on www.kukullus.nl",,4.84489E+17,https://www.pinterest.com/kukullus/rijksmuseum-amsterdam/,Rijksmuseum Amsterdam,3,0,,,,,,,,,,,,,,,,
4.84489E+17,"Jean-Étienne Liotard, 'Dutch girl at breakfast', ca. 1755-1757, Rijksmuseum Amsterdam. www.kukullus.nl",,4.84489E+17,https://www.pinterest.com/kukullus/rijksmuseum-amsterdam/,Rijksmuseum Amsterdam,0,0,,,,,,,,,,,,,,,,
4.84489E+17,"The ""Meagre Company"" by Frans Hals and Pieter Codde, under investigation in the Gallery of Honour of the Rijksmuseum Amsterdam. www.kukullus.nl",,4.84489E+17,https://www.pinterest.com/kukullus/rijksmuseum-amsterdam/,Rijksmuseum Amsterdam,1,0,,,,,,,,,,,,,,,,
4.84489E+17,"Isn't this a real treat for the eye? Look at all the different, elaborately carved faces in this Last Supper by an anonymous artist, on show in the Rijksmuseum in Amsterdam. Why limit yourself to visiting the ""usual suspects"" of the Golden Age in the Rijksmuseum? Why not book a museum tour on medieval & Renaissance art: http://www.kukullus.nl/index.php/en/guided-museum-tour/guided-museum-tour-rijksmuseum-amsterdam/265-guided-tour-medieval-and-renaissance-art-rijksmuseum-amsterdam",,4.84489E+17,https://www.pinterest.com/kukullus/rijksmuseum-amsterdam/,Rijksmuseum Amsterdam,1,0,Kukullus (@_Kukullus_) on Twitter,twitter.com,"The latest Tweets from Kukullus (@_Kukullus_). City tour, museum tour Führungen rondleidingen Amsterdam Utrecht stadswandeling Kunstgeschichte kunstgeschiedenis art history.Impressum:  http://t.co/oC9y5YEpvj",,,,,,,,,,,,,
4.84489E+17,"Zittende man, twee studies van Adriaen van de Velde in rood krijt uit het Amsterdam Museum. Een bewijs dat hij niet alleen de weergave van het landschap beheerste maar ook veel aandacht aan het menselijk figuur besteedde.  www.kukullus.nl",,4.84489E+17,https://www.pinterest.com/kukullus/rijksmuseum-amsterdam/,Rijksmuseum Amsterdam,0,0,,,,,,,,,,,,,,,,
4.84489E+17,"Het Straatje van Johannes #Vermeer (1658) in het #Rijksmuseum in #Amsterdam. - Vermeer, Little Street.  www.kukullus.nl",,4.84489E+17,https://www.pinterest.com/kukullus/rijksmuseum-amsterdam/,Rijksmuseum Amsterdam,2,0,,,,,,,,,,,,,,,,
4.84489E+17,"Jozef #Israëls, Kinderen aan zee / Kinder am Meer / Children at the sea, #Rijksmuseum #Amsterdam (Detail), 1872. www.kukullus.nl",,4.84489E+17,https://www.pinterest.com/kukullus/rijksmuseum-amsterdam/,Rijksmuseum Amsterdam,2,0,Twitter,twitter.com,“Goede voornemens voor een nieuwe maand augustus: meer cultuur snuiven. Hier een paar ideeën: https://t.co/Y9jwKzMV7M”,,,,,,,,,,,,,
4.84489E+17,"Boerderij met dode boom, schilderij van Adriaen van de Velde uit de National Gallery in London. Nu te zien in het Rijksmuseum Amsterdam  www.kukullus.nl",,4.84489E+17,https://www.pinterest.com/kukullus/rijksmuseum-amsterdam/,Rijksmuseum Amsterdam,0,0,Kukullus (@_Kukullus_) on Twitter,twitter.com,"The latest Tweets from Kukullus (@_Kukullus_). City tour, museum tour Führungen rondleidingen Amsterdam Utrecht stadswandeling Kunstgeschichte kunstgeschiedenis art history.Impressum:  http://t.co/oC9y5YEpvj",,,,,,,,,,,,,
4.84489E+17,"Als ik ooit een bibliotheek heb met een eigen ingang van de straat, dan wil ik oog zo’n leuk #timpaan boven de deur. Oude ingang van de #bibliotheek  van het #Rijksmuseum in Amsterdam, gelegen aan de westzijde in het #park.  Should I ever own a library with a separate street entrance, I also want a beautiful #tympanum like this one above the old #entrance to the Rijksmuseum #library in #Amsterdam. Located on the west side of the #museumbuilding; you can see it from the #museumgardens.  Wenn ...",,4.84489E+17,https://www.pinterest.com/kukullus/rijksmuseum-amsterdam/,Rijksmuseum Amsterdam,0,0,Claudia Schipper (@kukullus) • Instagram photos and videos,instagram.com,"206 Followers, 319 Following, 80 Posts - See Instagram photos and videos from Claudia Schipper (@kukullus)",,,,,,,,,,,,,
4.84489E+17,"Jan van Scorel schilderde deze Maria Magsalena, die hier sprekend lijkt op een Venetiaanse courtisane (ca. 1530). www.kukullus.nl",,4.84489E+17,https://www.pinterest.com/kukullus/rijksmuseum-amsterdam/,Rijksmuseum Amsterdam,1,0,,,,,,,,,,,,,,,,
4.84489E+17,"Deze bewening van Christus is van de hand van Arnt van Zwolle, die ook bekend is onder de namen Arnt Beeldensnijder en Arnt von Kalkar. www.kukullus.nl",,4.84489E+17,https://www.pinterest.com/kukullus/rijksmuseum-amsterdam/,Rijksmuseum Amsterdam,0,0,,,,,,,,,,,,,,,,
4.84489E+17,"Veel aandacht voor details in deze aanbidding der koningen door Geertgen tot Sint Jans (toegeschreven), ca. 1480 - ca. 1485. #Rijksmuseum #Amsterdam  www.kukullus.nl",,4.84489E+17,https://www.pinterest.com/kukullus/rijksmuseum-amsterdam/,Rijksmuseum Amsterdam,0,0,,,,,,,,,,,,,,,,
4.84489E+17,"Detail uit het vroegst bekende schilderij dat een landschap in America voorstelt. De schilder Jan Jansz Mostaert was hiervoor wel op zijn fantasie aangewezen, zelf is hij de oceaan niet overgestoken. www.kukullus.nl",,4.84489E+17,https://www.pinterest.com/kukullus/rijksmuseum-amsterdam/,Rijksmuseum Amsterdam,0,0,,,,,,,,,,,,,,,,
4.84489E+17,"Op dit schilderij van de 7 werken van barmhartigheid, geschilderd door de Meester van Alkmaar in 1504, zijn ondanks restauratie nog duidelijke sporen te zien van de vernielingen die de beeldestorm toegebracht heeft. www.kukullus.nl",,4.84489E+17,https://www.pinterest.com/kukullus/rijksmuseum-amsterdam/,Rijksmuseum Amsterdam,2,0,,,,,,,,,,,,,,,,
4.84489E+17,"Laatste avondmaal op een huisaltaar van albast, gemaakt in Mechelen. Te bewonderen bij een rondleiding in het Rijksmuseum. www.kukullus.nl",,4.84489E+17,https://www.pinterest.com/kukullus/rijksmuseum-amsterdam/,Rijksmuseum Amsterdam,1,0,Sign up,twitter.com,"From breaking news and entertainment to sports and politics, get the full story with all the live commentary.",,,,,,,,,,,,,
1.8324E+17,Rijks,,1.8324E+17,https://www.pinterest.com/marliesvdr/rijksmuseum/,Rijksmuseum,1,0,,,,,,,,,,,,,,,,
1.8324E+17,Rubens,,1.8324E+17,https://www.pinterest.com/marliesvdr/rijksmuseum/,Rijksmuseum,1,0,,,,,,,,,,,,,,,,
